,baseline,observed_breadth,no_dde,specific_mapping,live_schema,simple_price
2021-06-10,103572.4522268503,124445.32209529128,103572.4522268503,103572.4522268503,103572.4522268503,123403.79675017991
2021-06-11,101501.5598988264,123992.3189271852,101501.5598988264,101501.5598988264,101501.5598988264,122954.69360934892
2021-06-15,103253.85632869891,121576.32303132262,103253.85632869891,103253.85632869891,103253.85632869891,120559.49767815271
2021-06-16,100386.45526525668,121243.26267629267,100386.45526525668,100386.45526525668,100386.45526525668,119238.9645338076
2021-06-17,109147.95640465907,131839.85120871474,109147.95640465907,109147.95640465907,109147.95640465907,122873.31817903537
2021-06-18,110263.05154320887,133186.6453371327,110263.05154320887,110263.05154320887,110263.05154320887,123240.38481782278
2021-06-21,110740.95488545588,133763.84937384535,110740.95488545588,110740.95488545588,110740.95488545588,123616.58744881948
2021-06-22,110263.05154320887,133186.6453371327,110263.05154320887,110263.05154320887,110263.05154320887,123992.78260539372
2021-06-23,115360.65237877062,139343.44634631087,115360.65237877062,115360.65237877062,115360.65237877062,125121.38302396139
2021-06-24,113130.4526066511,136649.84662154128,113130.4526066511,113130.4526066511,113130.4526066511,122989.5880467733
2021-06-25,114723.46058246783,138573.85625460555,114723.46058246783,114723.46058246783,114723.46058246783,122868.77812563925
2021-06-28,116475.75701234034,140690.2519426625,116475.75701234034,116475.75701234034,116475.75701234034,124816.27115313832
2021-06-29,115201.35442969493,139151.04882338454,115201.35442969493,115201.35442969493,115201.35442969493,123252.27264468496
2021-06-30,120776.85860750369,145885.05386927535,120776.85860750369,120776.85860750369,120776.85860750369,125441.87242095298
2021-07-01,117431.55420181445,141844.64854815413,117431.55420181445,117431.55420181445,117431.55420181445,123877.8739124996
2021-07-02,115201.35442969493,139151.04882338454,115201.35442969493,115201.35442969493,115201.35442969493,120749.87689559285
2021-07-05,120936.15655657939,146077.45139220168,120936.15655657939,120936.15655657939,120936.15655657939,123565.0779396755
2021-07-06,118705.95678445986,143383.85166743209,118705.95678445986,118705.95678445986,118705.95678445986,122313.87540404622
2021-07-07,121414.0598988264,146654.65542891432,121414.0598988264,121414.0598988264,121414.0598988264,123252.27264468496
2021-07-08,125555.85404989413,151657.0483646672,125555.85404989413,125555.85404989413,125555.85404989413,124816.27115313832
2021-07-09,124281.45146724871,150117.84524538924,124281.45146724871,124281.45146724871,124281.45146724871,123252.27264468496
2021-07-12,125555.85404989413,151657.0483646672,125555.85404989413,125555.85404989413,125555.85404989413,126067.4736887676
2021-07-13,119343.15807578257,144153.45322707106,119343.15807578257,119343.15807578257,119343.15807578257,123252.27264468496
2021-07-14,117909.45754406146,142421.85258486678,117909.45754406146,117909.45754406146,117909.45754406146,121688.2741362316
2021-07-15,118546.65883538417,143191.45414450575,118546.65883538417,118546.65883538417,118546.65883538417,121375.4781634075
2021-07-16,116635.05496141604,140882.64946558882,116635.05496141604,116635.05496141604,116635.05496141604,121193.47224994322
2021-07-19,116794.35291049174,141075.04698851515,116794.35291049174,116794.35291049174,116794.35291049174,121207.1800581624
2021-07-20,119821.05192300967,144730.64579585005,119821.05192300967,119821.05192300967,119821.05192300967,121210.94266090212
2021-07-21,124600.05686042002,150502.65175917555,124600.05686042002,124600.05686042002,124600.05686042002,121214.70526364184
2021-07-22,128741.86050650767,155505.05616286208,128741.86050650767,128741.86050650767,128741.86050650767,121218.46786638156
2021-07-23,129060.45640465907,155889.85120871474,129060.45640465907,129060.45640465907,129060.45640465907,121222.23046912128
2021-07-26,131609.25207493,158968.245979337,131609.25207493,131609.25207493,131609.25207493,121235.93827734045
2021-07-27,131449.9541258543,158775.84845641066,131449.9541258543,131449.9541258543,131449.9541258543,121239.70088008017
2021-07-28,128104.65921518496,154735.4546032231,128104.65921518496,128104.65921518496,128104.65921518496,121243.46348281989
2021-07-29,138140.55344221287,166856.64763071944,138140.55344221287,138140.55344221287,138140.55344221287,121247.22608555961
2021-07-30,140052.157316181,169165.45230963637,140052.157316181,140052.157316181,140052.157316181,121250.98868829933
2021-08-02,136866.16035458737,165317.45597937514,136866.16035458737,136866.16035458737,136866.16035458737,121264.6964965185
2021-08-03,128104.65921518496,154735.4546032231,128104.65921518496,128104.65921518496,128104.65921518496,121268.45909925822
2021-08-04,133680.15389797383,161469.44818118025,133680.15389797383,133680.15389797383,133680.15389797383,121272.22170199794
2021-08-05,133680.15389797383,161469.44818118025,133680.15389797383,133680.15389797383,133680.15389797383,121275.98430473766
2021-08-06,132724.35670849972,160315.05157568862,132724.35670849972,132724.35670849972,132724.35670849972,121279.74690747738
2021-08-09,128901.15845558337,155697.4536857884,128901.15845558337,128901.15845558337,128901.15845558337,121293.45471569656
2021-08-10,128104.65921518496,154735.4546032231,128104.65921518496,128104.65921518496,128104.65921518496,121297.21731843628
2021-08-11,128582.55306241206,155312.6471720021,128582.55306241206,128582.55306241206,128582.55306241206,121300.979921176
2021-08-12,130016.25359413317,157044.24781420638,130016.25359413317,130016.25359413317,130016.25359413317,121304.74252391572
2021-08-13,125077.96020266703,151079.8557958882,125077.96020266703,125077.96020266703,125077.96020266703,121308.50512665544
2021-08-16,126033.75739214114,152234.25240137984,126033.75739214114,126033.75739214114,126033.75739214114,121322.21293487461
2021-08-17,120298.95526525668,145307.8498325627,120298.95526525668,120298.95526525668,120298.95526525668,121325.97553761433
2021-08-18,120458.25321433238,145500.24735548903,120458.25321433238,120458.25321433238,120458.25321433238,121329.73814035405
2021-08-19,120277.65037363517,145282.11812416356,120277.65037363517,120277.65037363517,120277.65037363517,121333.50074309377
2021-08-20,120281.38188048449,145286.62702827316,120281.38188048449,120281.38188048449,120281.38188048449,121337.26334583349
2021-08-23,120294.97640103244,145303.05374060193,120294.97640103244,120294.97640103244,120294.97640103244,121350.97115405266
2021-08-24,120298.70790788176,145307.56264471152,120298.70790788176,120298.70790788176,120298.70790788176,121354.73375679238
2021-08-25,120302.43941473108,145312.0715488211,120302.43941473108,120302.43941473108,120302.43941473108,121358.4963595321
2021-08-26,120306.1709215804,145316.5804529307,120306.1709215804,120306.1709215804,120306.1709215804,121362.25896227182
2021-08-27,120309.90242842972,145321.0893570403,120309.90242842972,120309.90242842972,120309.90242842972,121366.02156501154
2021-08-30,120323.49694897767,145337.51606936907,120323.49694897767,120323.49694897767,120323.49694897767,121379.72937323072
2021-08-31,120327.22845582699,145342.02497347866,120327.22845582699,120327.22845582699,120327.22845582699,121383.49197597044
2021-09-01,120330.95996267631,145346.53387758826,120330.95996267631,120330.95996267631,120330.95996267631,121387.25457871016
2021-09-02,120334.69146952563,145351.04278169785,120334.69146952563,120334.69146952563,120334.69146952563,121391.01718144988
2021-09-03,120338.42297637495,145355.55168580744,120338.42297637495,120338.42297637495,120338.42297637495,121394.7797841896
2021-09-06,120352.0174969229,145371.9783981362,120352.0174969229,120352.0174969229,120352.0174969229,121408.48759240877
2021-09-07,120355.74900377222,145376.4873022458,120355.74900377222,120355.74900377222,120355.74900377222,121412.25019514849
2021-09-08,120359.48051062154,145380.9962063554,120359.48051062154,120359.48051062154,120359.48051062154,121416.01279788821
2021-09-09,120363.21201747085,145385.505110465,120363.21201747085,120363.21201747085,120363.21201747085,121419.77540062793
2021-09-10,120366.94352432017,145390.01401457458,120366.94352432017,120366.94352432017,120366.94352432017,121423.53800336765
2021-09-13,120380.53804486812,145406.44072690335,120380.53804486812,120380.53804486812,120380.53804486812,121437.24581158682
2021-09-14,120384.26955171744,145410.94963101295,120384.26955171744,120384.26955171744,120384.26955171744,121441.00841432654
2021-09-15,120388.00105856676,145415.45853512254,120388.00105856676,120388.00105856676,120388.00105856676,121444.77101706626
2021-09-16,120391.73256541608,145419.96743923213,120391.73256541608,120391.73256541608,120391.73256541608,121448.53361980598
2021-09-17,120395.4640722654,145424.47634334172,120395.4640722654,120395.4640722654,120395.4640722654,121452.2962225457
2021-09-22,120418.92160651197,145452.82086388968,120418.92160651197,120418.92160651197,120418.92160651197,121475.94923624433
2021-09-23,120422.65311336129,145457.32976799927,120422.65311336129,120422.65311336129,120422.65311336129,121479.71183898405
2021-09-24,120426.3846202106,145461.83867210886,120426.3846202106,120426.3846202106,120426.3846202106,121483.47444172377
2021-09-27,120439.97914075856,145478.26538443763,120439.97914075856,120439.97914075856,120439.97914075856,121497.18224994294
2021-09-28,120443.71064760788,145482.77428854723,120443.71064760788,120443.71064760788,120443.71064760788,121500.94485268266
2021-09-29,120447.4421544572,145487.28319265682,120447.4421544572,120447.4421544572,120447.4421544572,121504.70745542238
2021-09-30,120451.17366130651,145491.7920967664,120451.17366130651,120451.17366130651,120451.17366130651,121508.4700581621
2021-10-08,120489.42571610103,145538.01332964312,120489.42571610103,120489.42571610103,120489.42571610103,121547.0408800799
2021-10-11,120503.02023664898,145554.4400419719,120503.02023664898,120503.02023664898,120503.02023664898,121560.74868829908
2021-10-12,120506.7517434983,145558.94894608148,120506.7517434983,120506.7517434983,120506.7517434983,120153.63035450765
2021-10-13,120510.48325034762,145563.45785019107,120510.48325034762,120510.48325034762,120510.48325034762,120227.46755727625
2021-10-14,120514.21475719694,145567.96675430067,120514.21475719694,120514.21475719694,120514.21475719694,120231.19906412557
2021-10-15,120517.94626404626,145572.47565841026,120517.94626404626,120517.94626404626,120517.94626404626,120234.93057097489
2021-10-18,120531.54078459421,145588.90237073903,120531.54078459421,120531.54078459421,120531.54078459421,120248.52509152284
2021-10-19,120535.27229144353,145593.41127484862,120535.27229144353,120535.27229144353,120535.27229144353,120252.25659837216
2021-10-20,120539.00379829285,145597.92017895821,120539.00379829285,120539.00379829285,120539.00379829285,120255.98810522148
2021-10-21,120542.73530514217,145602.4290830678,120542.73530514217,120542.73530514217,120542.73530514217,118361.16505924058
2021-10-22,120546.46681199149,145606.9379871774,120546.46681199149,120546.46681199149,120546.46681199149,117830.30808946292
2021-10-25,120560.06133253944,145623.36469950617,120560.06133253944,120560.06133253944,120560.06133253944,117830.30808946292
2021-10-26,120563.79283938876,145627.87360361576,120563.79283938876,120563.79283938876,120563.79283938876,116518.10760280292
2021-10-27,120567.52434623807,145632.38250772536,120567.52434623807,120567.52434623807,120567.52434623807,115492.79323386292
2021-10-28,118914.0592569621,143979.69481570966,118914.0592569621,118914.0592569621,118914.0592569621,113153.67818153334
2021-10-29,119167.06566790982,144233.47862391768,119167.06566790982,119167.06566790982,119167.06566790982,113439.02114074898
2021-11-01,118393.4916945504,143462.73684233904,118393.4916945504,118393.4916945504,118393.4916945504,112664.76744136216
2021-11-02,119846.32206052457,144916.3446055735,119846.32206052457,119846.32206052457,119846.32206052457,114117.41123199387
2021-11-03,118908.59272426592,143979.39266657515,118908.59272426592,118908.59272426592,118908.59272426592,113179.49532039276
2021-11-04,122126.10706419795,147197.68440376743,122126.10706419795,122126.10706419795,122126.10706419795,116396.82308498232
2021-11-05,122131.5549645964,147211.70112753494,122131.5549645964,122131.5549645964,122131.5549645964,116396.96752618821
2021-11-08,120263.74864917433,144988.95180860534,120263.74864917433,120263.74864917433,120263.74864917433,114617.16150831252
2021-11-09,119754.35520749725,144374.55971876162,119754.35520749725,119754.35520749725,119754.35520749725,114131.76775764496
2021-11-10,117292.25148301758,141404.95522657412,117292.25148301758,117292.25148301758,117292.25148301758,111785.66420864136
2021-11-11,118494.58424076164,142782.28781742518,118494.58424076164,118494.58424076164,118494.58424076164,112457.10148620795
2021-11-12,117936.51847506988,142014.22266923753,117936.51847506988,117936.51847506988,117936.51847506988,112394.70651510861
2021-11-15,121167.85209086948,145595.55595125112,121167.85209086948,121167.85209086948,121167.85209086948,113333.49918343115
2021-11-16,122389.28703627366,147201.30758882378,122389.28703627366,122389.28703627366,122389.28703627366,112973.10008276085
2021-11-17,121143.34176398236,145798.28147492948,121143.34176398236,121143.34176398236,121143.34176398236,112252.80691220224
2021-11-18,121197.22156476352,145792.083405387,121197.22156476352,121197.22156476352,121197.22156476352,112341.85329168738
2021-11-19,120774.21860646579,145234.06887249314,120774.21860646579,120774.21860646579,120774.21860646579,111949.75054949225
2021-11-22,120210.21746348712,144555.66749767624,120210.21746348712,120210.21746348712,120210.21746348712,111426.94949000777
2021-11-23,118518.21403455111,142520.46337322556,118518.21403455111,118518.21403455111,118518.21403455111,109858.54631155432
2021-11-24,116121.21968221042,139637.27016643845,116121.21968221042,116121.21968221042,116121.21968221042,107636.65154665412
2021-11-25,114497.07260957507,137955.9221255376,114497.07260957507,114497.07260957507,114497.07260957507,106033.10482272979
